Rk,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%\
530,Brad Hunt\\huntbr01,28,D,STL,6,1,3,4,0,0,0,1,0,0,2,1,0,7,14.3,86,14:22,1,0,0,0,\
531,Ben Lovejoy\\lovejbe01,32,D,NJD,38,1,3,4,-9,14,1,0,0,1,3,0,0,42,2.4,765,20:08,69,45,0,0,\
532,Nick Schmaltz\\schmani01,20,LW,CHI,26,1,3,4,-3,2,1,0,0,0,2,1,0,16,6.3,306,11:47,10,12,47,99,32.2\
533,Nikita Soshnikov\\soshnni01,23,RW,TOR,27,1,3,4,0,6,1,0,0,0,2,1,0,37,2.7,287,10:38,16,52,2,11,15.4\
534,Nikita Tryamkin\\tryamni01,22,D,VAN,29,1,3,4,3,25,1,0,0,0,3,0,0,27,3.7,476,16:26,33,73,0,0,\
535,Trevor van Riemsdyk\\vanritr01,25,D,CHI,16,1,3,4,7,6,1,0,0,0,3,0,0,18,5.6,291,18:10,18,6,0,0,\
536,Yannick Weber\\weberya01,28,D,NSH,35,1,3,4,7,19,1,0,0,1,3,0,0,33,3,392,11:12,23,41,0,0,\
537,Taylor Fedun\\fedunta01,28,D,BUF,8,0,4,4,1,2,0,0,0,0,1,3,0,9,0,121,15:07,5,1,0,0,\
538,Brendan Gaunce\\gauncbr01,22,LW,VAN,34,0,4,4,0,27,0,0,0,0,4,0,0,25,0,288,8:29,6,48,66,68,49.3\
539,Peter Holland\\hollape01,26,C,TOT,17,0,4,4,-5,8,0,0,0,0,4,0,0,28,0,219,12:52,2,14,63,91,40.9\
540,Korbinian Holzer\\holzeko01,28,D,ANA,14,0,4,4,-4,6,0,0,0,0,4,0,0,9,0,195,13:56,14,32,0,0,\
541,Slater Koekkoek\\koekksl01,22,D,TBL,26,0,4,4,-2,8,0,0,0,0,4,0,0,26,0,335,12:53,24,23,0,0,\
542,Philip Larsen\\larseph01,27,D,VAN,17,0,4,4,-9,4,0,0,0,0,2,2,0,25,0,291,17:07,15,5,0,0,\
543,Oscar Lindberg\\lindbos02,25,C,NYR,24,0,4,4,-2,16,0,0,0,0,3,1,0,35,0,281,11:41,15,35,110,105,51.2\
544,Marc Methot\\methoma01,31,D,OTT,33,0,4,4,12,10,0,0,0,0,4,0,0,45,0,677,20:31,41,70,0,0,\
545,Ryan Murray\\murrary01,23,D,CBJ,30,0,4,4,7,20,0,0,0,0,3,0,1,23,0,547,18:13,42,8,0,0,\
546,Zach Redmond\\redmoza01,28,D,MTL,8,0,4,4,5,2,0,0,0,0,4,0,0,4,0,100,12:27,9,18,0,0,\
547,Tyler Graovac\\graovty01,23,C,MIN,28,3,0,3,1,4,3,0,0,1,0,0,0,24,12.5,279,9:58,6,30,103,105,49.5\
548,Jayson Megna\\megnaja01,26,C,VAN,22,3,0,3,-1,4,3,0,0,0,0,0,0,22,13.6,235,10:42,8,25,0,1,0.0\
549,Chris Thorburn\\thorbch01,33,RW,WPG,29,3,0,3,-5,65,2,0,1,0,0,0,0,19,15.8,231,7:59,18,46,9,12,42.9\
550,Kevin Bieksa\\biekske01,35,D,ANA,39,2,1,3,-7,37,1,1,0,0,0,1,0,50,4,739,18:57,43,91,0,0,\
551,Laurent Dauphin\\dauphla01,21,C,ARI,20,2,1,3,-1,8,1,0,1,1,1,0,0,25,8,220,10:00,8,28,26,28,48.1\
552,Ryan Garbutt\\garbury01,31,LW,ANA,27,2,1,3,-3,20,2,0,0,1,0,0,1,26,7.7,247,9:10,12,53,7,4,63.6\
553,Shane Harper\\harpesh01,27,RW,FLA,14,2,1,3,-1,18,2,0,0,0,1,0,0,13,15.4,144,10:18,0,19,0,0,\
554,Jimmy Hayes\\hayesji01,27,RW,BOS,33,2,1,3,-4,22,2,0,0,1,1,0,0,54,3.7,327,9:55,6,46,4,10,28.6\
555,Kyle Rau\\rauky01,24,C,FLA,24,2,1,3,-3,4,2,0,0,0,1,0,0,21,9.5,230,9:36,3,24,2,1,66.7\
556,Colton Sissons\\sissoco01,23,C,NSH,26,2,1,3,-2,2,1,0,1,0,1,0,0,9,22.2,265,10:12,10,51,84,83,50.3\
557,Ben Smith\\smithbe01,28,RW,TOT,28,2,1,3,-2,4,2,0,0,0,1,0,0,25,8,327,11:41,28,21,169,149,53.1\
558,Gemel Smith\\smithge02,22,C,DAL,12,2,1,3,1,21,1,0,1,0,1,0,0,14,14.3,157,13:05,4,3,21,30,41.2\
559,Reid Boucher\\bouchre01,23,C,TOT,12,1,2,3,1,2,1,0,0,0,2,0,0,15,6.7,136,11:22,7,11,0,0,\
560,Cody Ceci\\cecico01,23,D,OTT,37,1,2,3,-11,10,1,0,0,0,1,0,1,66,1.5,864,23:21,87,68,1,0,100.0\
561,Klas Dahlbeck\\dahlbkl01,25,D,CAR,10,1,2,3,0,12,1,0,0,0,2,0,0,7,14.3,125,12:28,6,14,0,0,\
562,Zac Dalpe\\dalpeza01,27,C,MIN,9,1,2,3,0,9,1,0,0,0,2,0,0,8,12.5,77,8:33,5,5,27,32,45.8\
563,Vernon Fiddler\\fiddlve01,36,LW,NJD,35,1,2,3,-6,25,0,0,1,0,2,0,0,33,3,433,12:22,18,41,236,191,55.3\
564,Matt Hendricks\\hendrma01,35,LW,EDM,14,1,2,3,-6,15,1,0,0,1,2,0,0,14,7.1,168,12:01,20,24,48,41,53.9\
565,Josh Jooris\\joorijo01,26,RW,TOT,18,1,2,3,3,6,1,0,0,0,2,0,0,14,7.1,175,9:42,10,23,49,49,50.0\
566,Anton Lander\\landean01,25,C,EDM,16,1,2,3,4,6,1,0,0,0,2,0,0,7,14.3,164,10:15,7,19,72,54,57.1\
567,Andreas Martinsen\\martian01,26,LW,COL,35,1,2,3,-5,24,1,0,0,0,1,0,1,36,2.8,347,9:54,17,100,2,0,100.0\
568,Scott Mayfield\\mayfisc01,24,D,NYI,3,1,2,3,4,17,1,0,0,0,2,0,0,2,50,35,11:35,4,0,0,0,\
569,Jared McCann\\mccanja01,20,C,FLA,17,1,2,3,0,2,1,0,0,0,2,0,0,21,4.8,172,10:07,4,14,19,25,43.2\
570,Brock McGinn\\mcginbr01,22,LW,CAR,20,1,2,3,-2,2,1,0,0,0,1,0,1,23,4.3,233,11:40,12,29,1,3,25.0\
571,Adam Pelech\\pelecad01,22,D,NYI,9,1,2,3,-4,0,1,0,0,0,2,0,0,10,10,139,15:26,9,12,0,0,\
572,Clayton Stoner\\stonecl01,31,D,ANA,14,1,2,3,0,28,1,0,0,0,2,0,0,16,6.3,246,17:33,17,35,0,0,\
573,Jakub Vrana\\vranaja01,20,LW,WSH,12,1,2,3,2,2,0,1,0,1,1,1,0,21,4.8,141,11:45,6,3,0,2,0.0\
574,Michael Chaput\\chapumi01,24,C,VAN,27,0,3,3,-4,13,0,0,0,0,3,0,0,15,0,275,10:12,8,30,106,101,51.2\
575,Adam Clendening\\clendad01,24,D,NYR,9,0,3,3,4,4,0,0,0,0,2,1,0,6,0,145,16:05,7,5,0,0,\
576,Brenden Dillon\\dillobr01,26,D,SJS,36,0,3,3,-4,31,0,0,0,0,3,0,0,31,0,574,15:57,33,86,0,0,\
577,Christian Folin\\folinch01,25,D,MIN,26,0,3,3,11,20,0,0,0,0,3,0,0,20,0,414,15:56,33,40,0,0,\
578,Derek Grant\\grantde01,26,C,BUF,32,0,3,3,-3,19,0,0,0,0,3,0,0,30,0,333,10:25,19,21,149,130,53.4\
579,Micheal Haley\\haleymi01,30,C,SJS,24,0,3,3,0,47,0,0,0,0,3,0,0,14,0,193,8:02,9,61,8,14,36.4\
580,Julius Honka\\honkaju01,21,D,DAL,8,0,3,3,-7,2,0,0,0,0,2,1,0,21,0,137,17:05,4,2,0,0,\
581,Niklas Kronwall\\kronwni01,36,D,DET,24,0,3,3,2,10,0,0,0,0,2,1,0,24,0,459,19:08,40,35,0,0,\
582,Brett Kulak\\kulakbr01,23,D,CGY,15,0,3,3,1,10,0,0,0,0,3,0,0,16,0,221,14:43,9,8,0,0,\
583,Olli Maatta\\maattol01,22,D,PIT,36,0,3,3,11,6,0,0,0,0,3,0,0,44,0,661,18:22,67,49,0,0,\
584,Michael McCarron\\mccarmi01,21,RW,MTL,8,0,3,3,3,7,0,0,0,0,3,0,0,12,0,80,9:57,2,22,21,22,48.8\
585,Nick Schultz\\schulni01,34,D,PHI,11,0,3,3,1,6,0,0,0,0,3,0,0,10,0,181,16:29,24,19,0,0,\
586,Chris Tanev\\tanevch01,27,D,VAN,16,0,3,3,2,6,0,0,0,0,3,0,0,8,0,329,20:33,29,4,0,0,\
587,Nicholas Baptiste\\baptini01,21,RW,BUF,12,2,0,2,1,6,2,0,0,0,0,0,0,12,16.7,104,8:42,1,10,1,2,33.3\
588,Brayden McNabb\\mcnabbr01,26,D,LAK,10,2,0,2,2,11,2,0,0,0,0,0,0,8,25,191,19:05,9,17,0,0,\
589,Chris Wagner\\wagnech01,25,C,ANA,21,2,0,2,-4,6,2,0,0,0,0,0,0,20,10,205,9:47,9,46,33,54,37.9\
590,Pontus Aberg\\abergpo01,23,LW,NSH,9,1,1,2,1,2,1,0,0,0,1,0,0,7,14.3,105,11:43,1,4,1,0,100.0\
591,Nick Bjugstad\\bjugsni01,24,C,FLA,19,1,1,2,-9,10,1,0,0,0,0,1,0,30,3.3,265,13:57,3,29,56,68,45.2\
592,Anton Blidh\\blidhan01,21,LW,BOS,13,1,1,2,0,0,1,0,0,0,1,0,0,23,4.3,124,9:31,2,30,0,0,\
593,Mark Borowiecki\\borowma01,27,D,OTT,35,1,1,2,0,65,1,0,0,0,1,0,0,17,5.9,471,13:28,47,159,0,0,\
594,Robert Bortuzzo\\borturo01,27,D,STL,11,1,1,2,6,2,1,0,0,0,1,0,0,15,6.7,152,13:48,19,26,0,0,\
595,William Carrier\\carriwi01,22,LW,BUF,24,1,1,2,0,15,1,0,0,0,1,0,0,29,3.4,214,8:55,5,72,1,1,50.0\
596,Taylor Chorney\\chornta01,29,D,WSH,7,1,1,2,3,4,1,0,0,1,1,0,0,9,11.1,94,13:27,8,12,0,0,\
597,Cory Conacher\\conacco01,27,LW,TBL,7,1,1,2,-2,4,0,1,0,0,1,0,0,10,10,86,12:14,0,0,1,1,50.0\
598,Dylan DeMelo\\demeldy01,23,D,SJS,10,1,1,2,-2,2,1,0,0,0,1,0,0,17,5.9,155,15:31,12,16,0,0,\
599,Phillip Di Giuseppe\\digiuph01,23,LW,CAR,18,1,1,2,-9,13,1,0,0,1,1,0,0,28,3.6,216,11:00,8,28,0,2,0.0\
600,Tyler Ennis\\ennisty01,27,LW,BUF,12,1,1,2,-6,0,1,0,0,0,1,0,0,29,3.4,165,13:44,3,5,0,3,0.0\
601,Frederik Gauthier\\gauthfr01,21,C,TOR,6,1,1,2,2,4,1,0,0,0,1,0,0,4,25,59,9:48,8,7,38,40,48.7\
602,Matt Greene\\greenma01,33,D,LAK,23,1,1,2,3,19,1,0,0,0,1,0,0,14,7.1,310,13:29,24,68,0,0,\
603,Eric Gryba\\grybaer01,28,D,EDM,19,1,1,2,1,34,1,0,0,1,1,0,0,20,5,326,17:08,15,73,0,0,\
604,Taylor Leier\\leierta01,22,LW,PHI,10,1,1,2,-1,4,1,0,0,0,1,0,0,7,14.3,91,9:04,0,7,0,1,0.0\
605,Milan Michalek\\michami01,32,LW,TOR,5,1,1,2,-2,2,1,0,0,0,1,0,0,6,16.7,71,14:16,9,7,0,1,0.0\
606,Chris Neil\\neilch01,37,RW,OTT,36,1,1,2,-8,49,1,0,0,0,1,0,0,37,2.7,285,7:55,12,79,0,0,\
607,Chad Ruhwedel\\ruhwech01,26,D,PIT,5,1,1,2,3,0,1,0,0,0,1,0,0,8,12.5,86,17:16,2,4,0,0,\
608,Patrick Sharp\\sharppa01,35,LW,DAL,12,1,1,2,-7,12,0,0,1,0,1,0,0,28,3.6,198,16:28,7,12,8,8,50.0\
609,Noel Acciari\\acciano01,25,C,BOS,19,0,2,2,0,4,0,0,0,0,2,0,0,15,0,186,9:46,3,44,9,12,42.9\
610,Sven Andrighetto\\andrisv01,23,RW,MTL,8,0,2,2,2,0,0,0,0,0,2,0,0,8,0,74,9:13,5,9,0,0,\
611,Mark Barberio\\barbema01,26,D,MTL,13,0,2,2,2,6,0,0,0,0,2,0,0,19,0,190,14:36,9,4,0,0,\
612,Alex Biega\\biegaal01,28,D,VAN,10,0,2,2,1,8,0,0,0,0,2,0,0,9,0,157,15:44,10,24,0,0,\
613,Zach Bogosian\\bogosza01,26,D,BUF,16,0,2,2,-8,13,0,0,0,0,2,0,0,15,0,320,20:00,30,25,0,1,0.0\
614,Alexander Burmistrov\\burmial01,25,C,WPG,23,0,2,2,-6,6,0,0,0,0,1,0,1,13,0,254,11:02,4,28,53,94,36.1\
615,Justin Dowling\\dowliju01,26,C,DAL,5,0,2,2,0,2,0,0,0,0,1,1,0,9,0,56,11:11,0,1,20,21,48.8\
616,Mark Fayne\\faynema01,29,D,EDM,4,0,2,2,1,0,0,0,0,0,2,0,0,4,0,32,7:55,2,1,0,0,\
617,Cody Goloubef\\golouco01,27,D,COL,8,0,2,2,-7,13,0,0,0,0,2,0,0,3,0,129,16:08,13,7,0,0,\
618,Kevin Gravel\\graveke01,24,D,LAK,24,0,2,2,5,4,0,0,0,0,1,1,0,21,0,333,13:51,33,32,0,0,\
619,Carl Gunnarsson\\gunnaca01,30,D,STL,29,0,2,2,-5,4,0,0,0,0,2,0,0,15,0,392,13:32,35,21,0,0,\
620,Marek Hrivik\\hrivima01,25,LW,NYR,13,0,2,2,-1,0,0,0,0,0,1,1,0,12,0,139,10:41,4,17,19,35,35.2\
621,Jiri Hudler\\hudleji01,33,RW,DAL,13,0,2,2,-2,4,0,0,0,0,2,0,0,7,0,168,12:54,2,6,1,2,33.3\
622,Charles Hudon\\hudonch01,22,LW,MTL,3,0,2,2,1,2,0,0,0,0,2,0,0,3,0,36,11:56,0,11,0,0,\
623,Nick Jensen\\jenseni02,26,D,DET,5,0,2,2,0,2,0,0,0,0,2,0,0,6,0,74,14:50,2,5,0,0,\
624,Jacob Josefson\\josefja01,25,C,NJD,16,0,2,2,-2,6,0,0,0,0,1,1,0,16,0,189,11:50,6,13,51,41,55.4\
625,Jakub Kindl\\kindlja01,29,D,FLA,18,0,2,2,-7,12,0,0,0,0,2,0,0,16,0,263,14:36,20,30,0,0,\
626,Greg McKegg\\mckeggr01,24,C,FLA,20,0,2,2,-2,6,0,0,0,0,2,0,0,15,0,211,10:33,8,23,17,19,47.2\
627,Jonathon Merrill\\merrijo01,24,D,NJD,15,0,2,2,-2,8,0,0,0,0,2,0,0,10,0,239,15:55,16,13,0,0,\
628,Ryan Murphy\\murphry01,23,D,CAR,7,0,2,2,-5,0,0,0,0,0,2,0,0,1,0,108,15:23,8,2,0,0,\
629,Matthew Nieto\\nietoma01,24,LW,SJS,16,0,2,2,-3,4,0,0,0,0,2,0,0,24,0,195,12:13,8,22,0,2,0.0\
630,Nate Prosser\\prossna01,30,D,MIN,16,0,2,2,-2,4,0,0,0,0,2,0,0,10,0,213,13:18,24,16,0,0,\
631,Teddy Purcell\\purcete01,31,LW,LAK,12,0,2,2,0,0,0,0,0,0,2,0,0,10,0,155,12:54,2,7,3,0,100.0\
632,Luke Schenn\\schenlu01,27,D,ARI,33,0,2,2,1,39,0,0,0,0,2,0,0,40,0,524,15:53,49,114,0,0,\
633,Michael Sgarbossa\\sgarbmi01,24,C,TOT,11,0,2,2,-2,0,0,0,0,0,1,1,0,9,0,108,9:51,4,9,41,57,41.8\
634,Matt Tennyson\\tennyma01,26,D,CAR,22,0,2,2,-2,0,0,0,0,0,2,0,0,18,0,320,14:33,25,24,0,0,\
635,Paul Thompson\\thomppa02,28,RW,FLA,11,0,2,2,-3,15,0,0,0,0,2,0,0,7,0,83,7:33,8,26,0,1,0.0\
636,Joel Vermin\\vermijo01,24,RW,TBL,8,0,2,2,3,2,0,0,0,0,2,0,0,7,0,102,12:46,6,11,2,0,100.0\
637,Bryan Bickell\\bickebr01,30,LW,CAR,7,1,0,1,-1,4,0,1,0,1,0,0,0,6,16.7,68,9:42,1,10,0,2,0.0\
638,Michael Bournival\\bournmi01,24,LW,TBL,8,1,0,1,-1,0,1,0,0,0,0,0,0,11,9.1,79,9:51,4,9,1,2,33.3\
639,Ryan Carpenter\\carpery01,26,C,SJS,3,1,0,1,1,0,1,0,0,0,0,0,0,4,25,27,8:52,0,8,10,9,52.6\
640,Boyd Gordon\\gordobo01,33,C,PHI,11,1,0,1,-3,2,1,0,0,0,0,0,0,6,16.7,91,8:14,7,3,41,37,52.6\
641,Freddie Hamilton\\hamilfr01,25,C,CGY,16,1,0,1,-1,6,1,0,0,1,0,0,0,16,6.3,155,9:41,1,25,50,38,56.8\
642,Samuel Henley\\henlesa01,23,C,COL,1,1,0,1,1,2,1,0,0,0,0,0,0,1,100,5,5:18,0,2,0,1,0.0\
643,Dylan McIlrath\\mcilrdy01,24,D,TOT,5,1,0,1,-2,14,1,0,0,0,0,0,0,2,50,48,9:39,4,13,0,0,\
644,Cody McLeod\\mcleoco01,32,LW,COL,25,1,0,1,-2,45,1,0,0,0,0,0,0,12,8.3,149,5:57,1,46,0,0,\
645,Wade Megan\\meganwa01,26,C,STL,1,1,0,1,2,0,1,0,0,0,0,0,0,1,100,10,9:40,0,1,5,4,55.6\
646,Timo Meier\\meierti01,20,RW,SJS,7,1,0,1,-2,4,1,0,0,1,0,0,0,22,4.5,86,12:15,1,18,0,0,\
647,John Mitchell\\mitchjo01,32,C,COL,32,1,0,1,-6,20,1,0,0,1,0,0,0,32,3.1,409,12:47,25,39,160,130,55.2\
648,Stefan Noesen\\noesest01,23,RW,ANA,7,1,0,1,1,2,1,0,0,0,0,0,0,7,14.3,49,6:56,1,8,16,28,36.4\
649,Magnus Paajarvi\\paajama01,25,LW,STL,3,1,0,1,0,0,1,0,0,1,0,0,0,2,50,28,9:16,2,1,1,1,50.0\
650,Teemu Pulkkinen\\pulkkte01,25,LW,MIN,9,1,0,1,-1,2,1,0,0,0,0,0,0,4,25,84,9:23,3,2,0,0,\
651,Logan Shaw\\shawlo01,25,RW,ANA,19,1,0,1,-4,4,1,0,0,0,0,0,0,26,3.8,162,8:32,9,16,16,45,26.2\
652,Christoph Bertschy\\bertsch02,22,C,MIN,5,0,1,1,0,4,0,0,0,0,1,0,0,5,0,41,8:08,3,7,0,0,\
653,Anthony Bitetto\\bitetan01,26,D,NSH,4,0,1,1,-1,5,0,0,0,0,1,0,0,1,0,35,8:39,3,7,0,0,\
654,Oliver Bjorkstrand\\bjorkol01,21,RW,CBJ,5,0,1,1,-1,6,0,0,0,0,1,0,0,5,0,61,12:17,2,3,1,0,100.0\
655,Jared Boll\\bollja01,30,RW,ANA,26,0,1,1,-5,53,0,0,0,0,1,0,0,7,0,153,5:54,7,23,0,1,0.0\
656,Matt Carle\\carlema01,32,D,NSH,6,0,1,1,-1,0,0,0,0,0,1,0,0,2,0,79,13:09,5,3,0,0,\
657,Kevin Connauton\\connake01,26,D,ARI,9,0,1,1,-1,6,0,0,0,0,1,0,0,10,0,117,13:03,6,18,0,0,\
658,Brandon Davidson\\davidbr01,25,D,EDM,8,0,1,1,1,4,0,0,0,0,1,0,0,11,0,121,15:09,14,12,0,0,\
659,Cody Eakin\\eakinco01,25,C,DAL,16,0,1,1,-7,17,0,0,0,0,1,0,0,14,0,225,14:03,7,18,96,103,48.2\
660,Justin Falk\\falkju01,28,D,BUF,21,0,1,1,-1,7,0,0,0,0,1,0,0,15,0,271,12:54,8,38,0,0,\
661,Kurtis Gabriel\\gabriku01,23,RW,MIN,10,0,1,1,0,24,0,0,0,0,1,0,0,3,0,59,5:54,1,21,0,0,\
662,Tyler Gaudet\\gaudety01,23,C,ARI,4,0,1,1,0,0,0,0,0,0,1,0,0,3,0,52,12:59,1,3,14,21,40.0\
663,Frederick Gaudreau\\gaudrfr01,23,C,NSH,8,0,1,1,0,0,0,0,0,0,1,0,0,8,0,70,8:43,4,0,4,8,33.3\
664,Eric Gelinas\\geliner01,25,D,COL,17,0,1,1,-2,10,0,0,0,0,1,0,0,22,0,209,12:17,11,16,0,1,0.0\
665,Josh Gorges\\gorgejo01,32,D,BUF,33,0,1,1,-3,25,0,0,0,0,1,0,0,13,0,610,18:28,59,71,0,1,0.0\
666,A.J. Greer\\greeraj01,20,LW,COL,5,0,1,1,-2,4,0,0,0,0,1,0,0,8,0,68,13:39,3,4,0,0,\
667,Dmitry Kulikov\\kulikdm01,26,D,BUF,20,0,1,1,-10,14,0,0,0,0,1,0,0,20,0,446,22:19,24,22,0,0,\
668,Adam McQuaid\\mcquaad01,30,D,BOS,35,0,1,1,5,42,0,0,0,0,1,0,0,37,0,613,17:31,58,80,0,0,\
669,Joseph Morrow\\morrojo02,24,D,BOS,13,0,1,1,-3,6,0,0,0,0,1,0,0,16,0,207,15:55,15,21,0,0,\
670,Steven Oleksy\\oleksst01,30,D,PIT,6,0,1,1,1,16,0,0,0,0,1,0,0,8,0,87,14:31,9,13,0,0,\
671,Matthew Peca\\pecama01,23,C,TBL,3,0,1,1,1,0,0,0,0,0,1,0,0,3,0,39,13:00,0,5,15,16,48.4\
672,Anton Rodin\\rodinan01,26,RW,VAN,2,0,1,1,1,0,0,0,0,0,1,0,0,1,0,18,8:45,1,0,0,0,\
673,Michal Rozsival\\rozsimi01,38,D,CHI,12,0,1,1,1,6,0,0,0,0,1,0,0,6,0,186,15:29,19,29,0,0,\
674,Zachary Sanford\\sanfoza01,22,C,WSH,20,0,1,1,-1,4,0,0,0,0,1,0,0,17,0,202,10:05,6,11,10,8,55.6\
675,Steven Santini\\santist01,21,D,NJD,1,0,1,1,2,0,0,0,0,0,1,0,0,2,0,12,11:53,0,2,0,0,\
676,Cole Schneider\\schneco02,26,LW,BUF,4,0,1,1,2,0,0,0,0,0,1,0,0,6,0,29,7:09,2,3,0,0,\
677,Tom Sestito\\sestito01,29,LW,PIT,8,0,1,1,0,24,0,0,0,0,1,0,0,2,0,44,5:28,1,15,0,0,\
678,Hunter Shinkaruk\\shinkhu01,22,LW,CGY,7,0,1,1,-3,2,0,0,0,0,1,0,0,5,0,74,10:35,3,3,0,0,\
679,Nick Sorensen\\sorenni01,22,RW,ANA,5,0,1,1,-1,2,0,0,0,0,1,0,0,7,0,54,10:53,3,2,1,0,100.0\
680,Dylan Strome\\stromdy01,19,C,ARI,7,0,1,1,-5,0,0,0,0,0,1,0,0,6,0,96,13:41,2,3,31,46,40.3\
681,Shawn Thornton\\thornsh01,39,LW,FLA,14,0,1,1,-3,7,0,0,0,0,1,0,0,6,0,86,6:09,2,13,0,2,0.0\
682,Jake Virtanen\\virtaja01,20,RW,VAN,10,0,1,1,1,2,0,0,0,0,1,0,0,13,0,101,10:09,4,17,3,0,100.0\
683,Luke Witkowski\\witkolu01,26,D,TBL,8,0,1,1,-1,2,0,0,0,0,1,0,0,6,0,78,9:44,6,13,0,0,\
684,Jorge Alves\\alvesjo01,,G,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0:08,0,0,0,,\
685,Andy Andreoff\\andrean01,25,LW,LAK,15,0,0,0,-2,22,0,0,0,0,0,0,0,9,0,155,10:20,4,29,18,13,58.1\
686,Casey Bailey\\baileca01,25,RW,OTT,4,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,31,7:43,0,3,0,0,\
687,Justin Bailey\\baileju01,21,RW,BUF,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,28,9:28,1,4,0,0,\
688,Mathew Barzal\\barzama01,19,C,NYI,2,0,0,0,-2,6,0,0,0,0,0,0,0,0,,20,9:45,0,1,6,7,46.2\
689,Cody Bass\\bassco01,30,C,NSH,9,0,0,0,-1,19,0,0,0,0,0,0,0,1,0,61,6:46,4,14,0,2,0.0\
690,Taylor Beck\\beckta01,25,LW,EDM,3,0,0,0,-1,4,0,0,0,0,0,0,0,0,,18,5:53,0,3,0,0,\
691,Tyler Bertuzzi\\bertuty01,21,LW,DET,7,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,64,9:06,0,12,1,1,50.0\
692,Mike Blunden\\blundmi01,30,RW,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,9:37,0,5,0,0,\
693,Gabriel Bourque\\bourqga01,26,LW,COL,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,67,11:12,6,17,0,1,0.0\
694,Erik Burgdoerfer\\burgder01,28,D,BUF,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,22,11:10,0,5,0,0,\
695,Patrick Cannone\\cannopa01,30,C,MIN,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,7:53,1,2,11,10,52.4\
696,Paul Carey\\careypa01,28,C,WSH,3,0,0,0,-2,0,0,0,0,0,0,0,0,3,0,31,10:23,1,3,0,0,\
697,Thomas Chabot\\chaboth01,20,D,OTT,1,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,7,7:09,0,1,0,0,\
698,Fredrik Claesson\\claesfr01,24,D,OTT,7,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,78,11:08,3,10,0,0,\
699,Erik Condra\\condrer01,30,RW,TBL,7,0,0,0,-3,2,0,0,0,0,0,0,0,5,0,70,10:04,5,3,1,0,100.0\
700,Frank Corrado\\corrafr01,23,D,TOR,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,16,16:24,1,2,0,0,\
701,Andrew Desjardins\\desjaan01,30,LW,CHI,22,0,0,0,-5,6,0,0,0,0,0,0,0,27,0,218,9:55,7,33,23,22,51.1\
702,Nicolas Deslauriers\\deslani01,25,LW,BUF,15,0,0,0,-4,4,0,0,0,0,0,0,0,9,0,125,8:22,2,39,0,0,\
703,Simon Despres\\desprsi01,25,D,ANA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,16:08,1,1,0,0,\
704,Jason Dickinson\\dickija01,21,C,DAL,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,18,9:02,1,1,4,9,30.8\
705,Andreas Englund\\engluan01,21,D,OTT,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,40,9:57,0,16,0,0,\
706,Emerson Etem\\etemem01,24,RW,ANA,3,0,0,0,1,2,0,0,0,0,0,0,0,0,,26,8:48,0,4,0,1,0.0\
707,Hudson Fasching\\faschhu01,21,RW,BUF,6,0,0,0,-2,2,0,0,0,0,0,0,0,3,0,52,8:45,1,10,0,0,\
708,Martin Frk\\frkma01,23,RW,CAR,2,0,0,0,-3,0,0,0,0,0,0,0,0,1,0,17,8:20,1,3,0,0,\
709,Byron Froese\\froesby01,25,C,TOR,2,0,0,0,0,5,0,0,0,0,0,0,0,2,0,16,8:01,1,0,7,13,35.0\
710,Luke Gazdic\\gazdilu01,27,LW,NJD,7,0,0,0,-1,12,0,0,0,0,0,0,0,3,0,51,7:14,4,10,0,0,\
711,Yanni Gourde\\gourdya01,25,C,TBL,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,9:01,0,0,3,0,100.0\
712,Petter Granberg\\granbpe01,24,D,NSH,8,0,0,0,-1,8,0,0,0,0,0,0,0,0,,71,8:52,7,13,0,0,\
713,Rocco Grimaldi\\grimaro01,23,C,COL,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8:09,2,1,0,0,\
714,Nicklas Grossmann\\grossni01,32,D,CGY,3,0,0,0,-4,2,0,0,0,0,0,0,0,3,0,39,13:01,1,7,0,0,\
715,Matthew Grzelcyk\\grzelma01,23,D,BOS,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,25,12:29,1,0,0,0,\
